CANTON,D1_norm,D2_norm,D3_norm,IBTC,tipologia_num,tipologia,pob_total,pob_menores5,pob_mayores65,pob_0_3,pob_discapacidad,jef_fem,jef_total,pct_menores5,pct_mayores65,pct_discap,pct_jef_fem,pct_nbi
1201,0.34821952680540347,0.31657936002485104,0.498720071453653,0.3656635690228324,2,En Transición,178509,15249,14955,12042,13965,4649,87115,0.08542426432280725,0.08377728854007362,0.07823134967984807,0.05336624002754979,0.5399615705650695
1202,0.2786810515735187,0.39602358367378054,0.7759108966906831,0.42506403343705634,3,Vulnerable,45296,4224,3822,3351,4269,628,22938,0.09325326739667962,0.0843783115506888,0.09424673260332038,0.027378149795099834,0.7768677145884846
1203,0.468454626985837,0.24021892808403084,0.4698725112428597,0.37744392427651907,3,Vulnerable,28354,2201,2718,1735,2372,958,13987,0.07762573181914369,0.09585949072441279,0.08365662693094449,0.06849217130192321,0.5153064823305353
1204,0.3624452603303071,0.48099559044722,0.6130547219434177,0.45998728469969435,4,Crítico,40961,4168,2885,3316,3017,995,20054,0.10175532823905667,0.07043285076047948,0.07365542833426918,0.04961603670090755,0.6376797441468715
1205,0.27257748151176947,0.3385156533518163,0.45901163449302196,0.3362395808440387,2,En Transición,206008,18062,15735,14268,12541,5366,99970,0.08767620674925246,0.07638052891149859,0.06087627664945051,0.053676102830849254,0.5060240379014407
1206,0.44625564486703573,0.39767269444388625,0.755548084612365,0.48868095264684186,4,Crítico,33151,3093,3376,2457,3214,672,16524,0.09330035293053,0.10183704865614913,0.09695031824077704,0.04066811909949165,0.7594642695544629
1207,0.44283035660302583,0.38185410380794266,0.6219378680530305,0.4542613577749935,3,Vulnerable,73211,6701,6108,5331,7578,1712,35848,0.09152996134460668,0.08343008564286787,0.10350903552744806,0.04775719705422897,0.6452718853724168
1208,0.40100473144819604,0.3271157322353532,0.6675297932065671,0.4247541441147331,3,Vulnerable,80909,7015,7926,5528,7107,1912,40487,0.08670234460937597,0.09796190782236834,0.08783942453867925,0.04722503519648282,0.6842378474582556
1209,0.3549017681669905,0.38645138744945656,0.8384294747720525,0.4642271572009894,4,Crítico,24838,2262,2340,1818,2370,439,12718,0.0910701344713745,0.09421048393590466,0.09541831065303165,0.034518005975782355,0.8303003462436589
1210,0.3029264539443597,0.45384020426669297,0.4654075131388421,0.3957881659121895,3,Vulnerable,74410,7351,4628,5858,5310,1815,36756,0.09879048514984545,0.062195941405725035,0.0713613761591184,0.04937969311132876,0.5114903910764682
1211,0.31330932354578095,0.5027747825722354,0.829299255352471,0.4922934935177007,4,Crítico,51509,5308,3449,4262,3620,1169,25948,0.10304995243549671,0.0669591721835019,0.07027898037236212,0.04505164174502852,0.8224970393523462
1212,0.2769124121496983,0.31831199778227043,0.7329343793446044,0.3846766398417084,3,Vulnerable,42026,3622,4055,2841,3585,682,21161,0.08618474277828012,0.09648788845000714,0.08530433541141198,0.03222910070412551,0.740137058011707
1213,0.1242201457676504,0.39077308357897733,0.7193248089338764,0.34986225352542644,2,En Transición,19470,1762,1584,1432,1162,278,9885,0.09049820236260914,0.08135593220338982,0.05968156137647663,0.028123419322205363,0.7285053929121725
1301,0.29974263918141575,0.1860083259789291,0.36917692439345073,0.26813577094282814,1,Cobertura Relativa,322925,23689,30178,18323,26082,8103,157943,0.07335759077185106,0.0934520399473562,0.08076798018115662,0.05130331828571067,0.42924518076952856
1302,0.38520617126283824,0.22873711837197427,0.7720213051894993,0.3999815768918249,3,Vulnerable,41827,3209,4300,2520,3951,990,20556,0.07672077844454539,0.10280440863557032,0.09446051593468334,0.04816112084063047,0.7735434049776461
1303,0.5070114684521323,0.28018208276074463,0.6721397518727009,0.44930537085969097,3,Vulnerable,128166,10471,12917,8263,12046,3886,62552,0.08169873445375529,0.10078335908119158,0.09398748498041602,0.06212431257194015,0.688177831874288
1304,0.2753639636255047,0.3755896880146599,0.6932361416981787,0.39902868899570165,3,Vulnerable,120936,10979,9479,8744,8794,2627,59947,0.0907835549381491,0.07838030032413838,0.07271614738374016,0.04382204280447729,0.7062082423761328
1305,0.4883420650503921,0.3876378414826302,0.8637047635839229,0.5231329153299935,4,Crítico,26415,2400,2339,1936,1781,932,13024,0.09085746734809767,0.08854817338633353,0.06742381222790081,0.07156019656019656,0.8519023282226008
1306,0.39452326612791067,0.22259176734441083,0.7168735549392407,0.39022072437677674,3,Vulnerable,78117,5965,9505,4667,5688,2026,39164,0.07635981924549073,0.12167645966947016,0.07281385613886862,0.05173118169747728,0.7264103844233649
1307,0.35975796369739643,0.2827729246985377,0.7493487778463465,0.406882110927643,3,Vulnerable,22324,1822,2442,1444,2097,416,11264,0.08161619781401183,0.10938899838738578,0.0939347787134922,0.036931818181818184,0.7541659200860061
1308,0.2610983120860208,0.21620236115368252,0.24591028304732956,0.24010232590534727,1,Cobertura Relativa,271145,20666,21609,16057,19295,7288,131534,0.07621752199007911,0.07969536594810894,0.07116118681886076,0.055407727279638726,0.3238931199173874
1309,0.20544317985059846,0.31248004300651433,0.7886627224863249,0.3649018336401101,2,En Transición,99937,8551,6020,6708,6590,2526,48871,0.085563905260314,0.06023794990844232,0.06594154317219848,0.051687094595977166,0.7877662927644415
1310,0.5646113314775747,0.32760237700107775,0.9076294989494618,0.5384113831813533,4,Crítico,41879,3587,5378,2863,4610,947,21618,0.08565151985481984,0.1284175839919769,0.1100790372262948,0.043806087519659545,0.8894433964516822
1311,0.2820322729606326,0.30358786144863553,0.8747661658035882,0.4092012869244249,3,Vulnerable,30380,2532,2606,2017,3060,507,15454,0.08334430546412114,0.08578011849901251,0.10072416063199473,0.03280704024847936,0.8613561553653719
1312,0.2846799668158377,0.20822573727191546,0.4734794794953625,0.29185817753417376,2,En Transición,42688,3227,4157,2500,3617,917,21347,0.07559501499250375,0.09738099700149926,0.084731071964018,0.04295685576427601,0.5183892428785607
1313,0.39825704849588206,0.26862740430008136,0.7178618656140147,0.41032615424118835,3,Vulnerable,51462,4122,5639,3269,5869,854,25953,0.0800979363413781,0.10957599782363686,0.11404531498970114,0.03290563711324317,0.7272550619874859
1314,0.4105811763786585,0.24772472983587668,0.6335463283078937,0.39003162814739284,3,Vulnerable,62841,4973,6587,3884,5564,1623,31412,0.07913623271431072,0.10482010152607374,0.08854092073646186,0.051668152298484656,0.6551932655431963
1315,0.539802873549683,0.2970175459733291,0.6009458077280577,0.45491732935481644,4,Crítico,42853,3568,3985,2822,3895,1518,21382,0.08326138193358691,0.09299232259118381,0.09089211957155859,0.07099429426620522,0.6273306419620563
1316,0.3785128209407045,0.2387272763669644,0.8651575339727994,0.41992754571762747,3,Vulnerable,31473,2417,4271,1922,3148,437,16035,0.07679598385918089,0.13570361897499444,0.10002224128618181,0.027252884315559712,0.8531439646681283
1317,0.4448572517968577,0.5706427029694124,0.7934312912390276,0.5648862401543135,4,Crítico,70408,7867,4045,6218,4967,2132,35284,0.11173446199295535,0.0574508578570617,0.07054596068628564,0.06042398820995352,0.7918418361549824
1318,0.43702289501042074,0.21194988883969096,0.9616111414512649,0.4519113418302977,3,Vulnerable,10090,764,1245,594,1192,170,5128,0.07571853320118929,0.12338949454905847,0.11813676907829535,0.03315132605304212,0.9355797819623389
1319,0.1832849433137743,0.38836696499817847,0.7178825347908918,0.3722372702829595,2,En Transición,25630,2379,1695,1880,1823,468,12988,0.09282091299258681,0.06613343737807258,0.07112758486149044,0.03603326147212812,0.7272727272727273
1320,0.3909546942636331,0.45611207943478815,0.6536951187291817,0.4695657332252049,4,Crítico,16588,1661,1331,1309,1159,437,8380,0.10013262599469495,0.08023872679045092,0.06986978538702676,0.052147971360381865,0.6724137931034483
1321,0.4789213267526495,0.5067277795961876,0.5225968516996201,0.4987790128794589,4,Crítico,29759,3077,1355,2472,1719,1278,14872,0.10339729157565779,0.04553244396653113,0.05776403777008636,0.08593329747175901,0.5603682919452938
1322,0.5167670084996168,0.35251320145885884,0.7387756617901932,0.4954672163414289,4,Crítico,24997,2224,2346,1760,2367,740,12338,0.08897067648117774,0.09385126215145817,0.09469136296355563,0.05997730588426001,0.7451294155298636
1401,0.37335030303862654,0.5403680979974237,0.48468871499509636,0.46242510341343934,4,Crítico,54935,5987,3256,4715,4015,1355,26816,0.1089833439519432,0.059270046418494586,0.07308637480658961,0.050529534606205254,0.5279694184035678
1402,0.423468750941776,0.514234905926916,0.5272689797649424,0.4805352587004653,4,Crítico,21892,2329,1406,1832,1337,689,10777,0.10638589439064498,0.06422437420062123,0.06107253791339302,0.06393244873341375,0.5643614105609355
1403,0.4017645016725446,0.49960730513780105,0.557001638189218,0.47194905036198187,4,Crítico,9602,1013,818,792,601,233,4652,0.10549885440533223,0.08519058529473027,0.06259112684857321,0.0500859845227859,0.5897729639658404
1404,0.5781552240459216,0.6297551640949939,0.4986389913939027,0.5828919535351468,4,Crítico,11882,1362,709,1107,821,452,5925,0.11462716714357853,0.05967008921057061,0.06909611176569601,0.07628691983122363,0.5398922740279414
1405,0.47323431469329114,0.42265450989155484,0.5669286969009241,0.47174126921412324,4,Crítico,9755,969,776,743,706,307,4830,0.09933367503844183,0.07954894925679139,0.07237314197847258,0.06356107660455486,0.598257303946694
1406,0.49680012142751684,0.544868101331907,0.46953581665091443,0.5105744524339525,4,Crítico,23504,2560,1694,2026,1763,685,11326,0.10891763104152484,0.07207283866575902,0.07500850918992512,0.060480310789334274,0.5150187202178352
1407,0.6461778913178584,0.8378682791765067,0.890486992494025,0.7717158666965511,4,Crítico,10830,1507,523,1194,784,360,5344,0.13915050784856878,0.04829178208679594,0.07239150507848569,0.06736526946107785,0.874792243767313
1408,0.3274701047539776,0.4978939973709084,0.558476933548526,0.44184102755965965,3,Vulnerable,4372,468,275,360,220,123,2190,0.1070448307410796,0.06290027447392497,0.05032021957913998,0.056164383561643834,0.5910338517840805
1409,0.1902865208481094,1.0,1.0,0.6761146083392438,4,Crítico,26700,4189,669,3299,892,256,13325,0.15689138576779027,0.0250561797752809,0.03340823970037453,0.01921200750469043,0.9683895131086142
1410,0.4482437769458363,0.8344404610242026,0.8365584361373306,0.6803853824154817,4,Crítico,7484,1028,334,823,371,208,3776,0.1373597006948156,0.044628540887226086,0.04957242116515233,0.05508474576271186,0.8287012292891501
1411,0.7764372847470759,0.6877509446270539,0.5435746068960444,0.6943902131288608,4,Crítico,2267,290,126,222,116,119,1146,0.12792236435818263,0.055580061755624174,0.05116894574327305,0.10383944153577661,0.5782973092192325
1412,0.560660338520703,0.9695126266151678,0.9577225504066833,0.803613696135685,4,Crítico,9285,1393,328,1124,536,283,4738,0.15002692514808832,0.035325794291868606,0.057727517501346255,0.0597298438159561,0.9322563274098008
1501,0.32504143590976226,0.492080579220774,0.5774430844522411,0.44233742294266276,3,Vulnerable,80816,8344,4019,6616,4717,2479,40128,0.10324688180558306,0.049730251435359335,0.05836715501880815,0.06177731259968102,0.6072436151257177
1503,0.6730110359545897,0.485327934446573,0.7599788640329679,0.6153313609670588,4,Crítico,30488,3116,1677,2479,2021,1605,15270,0.10220414589346628,0.05500524796641301,0.06628837575439517,0.10510805500982318,0.7632511151928628
1504,0.2399975160953701,0.19922136777450822,0.30728842732619216,0.2371452390131898,1,Cobertura Relativa,9252,700,648,535,636,274,4629,0.07565931690445309,0.07003891050583658,0.06874189364461739,0.05919205011881616,0.37635105923043666
1507,0.10973903966219041,0.16111282360618537,0.33119840775665604,0.17458042685868153,1,Cobertura Relativa,6472,449,519,354,397,143,3158,0.06937577255871447,0.08019159456118664,0.06134116192830655,0.04528182393920203,0.3967861557478368
1509,0.10244033383512921,0.5197994137650807,0.4961515073101358,0.3481262005021111,2,En Transición,4647,471,324,391,162,80,2332,0.1013557133634603,0.0697224015493867,0.03486120077469335,0.03430531732418525,0.5377663008392511
1601,0.29346693796983186,0.5149492571837339,0.4444272422532127,0.4122519265120688,3,Vulnerable,82754,8757,5267,6930,4285,2074,40422,0.10581965826425309,0.06364647026125625,0.05177997438190299,0.05130869328583445,0.49355922372332456
1602,0.2566497817029833,0.48150517704343354,0.45960222837709774,0.3871824291739863,3,Vulnerable,15087,1569,918,1222,673,392,7388,0.10399681845297276,0.06084708689600318,0.04460794061112216,0.05305901461829995,0.5065287996288195
1603,0.5573528804374044,0.40824696309052755,0.4409641447464199,0.4744327663604568,4,Crítico,4521,433,353,339,444,153,2330,0.0957752709577527,0.0780800707808007,0.0982083609820836,0.06566523605150215,0.49059942490599423
1604,0.320094054994276,0.9051859883204357,0.887438445017112,0.6675997063293071,4,Crítico,9553,1399,336,1106,298,212,4902,0.14644614257301372,0.035172197215534384,0.031194389197110855,0.04324765401876785,0.8721867476185492
1701,0.17166710177402308,0.0365664524441884,0.02722257031012934,0.08873793574931046,1,Cobertura Relativa,2679722,155606,262030,119177,124737,81897,1291774,0.058067963766390694,0.09778253117300974,0.04654848525332105,0.06339886079143875,0.13698771738262402
1702,0.24215940532443292,0.18844713865148258,0.28036399047905264,0.22831541568617672,1,Cobertura Relativa,105267,7709,7644,5994,5548,3520,51000,0.07323282700181444,0.0726153495397418,0.05270407630121501,0.06901960784313725,0.3533396031044867
1703,0.25578532749883076,0.19849747498053505,0.17164117888852665,0.21604135676945166,1,Cobertura Relativa,101894,7519,8216,5886,6530,2942,48864,0.07379237246550337,0.08063281449349324,0.06408620723496967,0.0602079240340537,0.2604176889708913
1704,0.3147915579286751,0.2994465179827122,0.31298735117132376,0.3082927005988197,2,En Transición,40483,3341,2769,2674,2378,1382,19839,0.08252846873996493,0.06839908109576859,0.058740705975347675,0.06966076919199557,0.38122174740014325
1705,0.08212340663105658,0.0,0.0,0.03284936265242263,1,Cobertura Relativa,107904,5741,11546,4475,4406,2780,51939,0.053204700474495846,0.10700252075919335,0.04083259193357058,0.053524326613912473,0.11372145610913405
1707,0.2563926645143025,0.2108571503801593,0.36404499882409475,0.2597089257226037,1,Cobertura Relativa,13661,1075,1134,803,1031,331,6833,0.07869116462923652,0.08301002854842252,0.07547031696069102,0.04844138738475048,0.4248590879145011
1708,0.25201353763838724,0.41504208899456896,0.48557131446850404,0.3639365135468833,2,En Transición,15475,1503,1091,1169,807,384,7720,0.09712439418416802,0.07050080775444265,0.052148626817447495,0.049740932642487044,0.528723747980614
1709,0.23687086742610067,0.33165027787129164,0.6513894505858804,0.357686348236133,2,En Transición,25067,2146,2082,1722,1540,589,12588,0.08561056368931264,0.08305740615151394,0.06143535325328121,0.04679059421671433,0.6704432121913273
1801,0.23563076359716226,0.13813052237214807,0.17106205848059286,0.1837169260838427,1,Cobertura Relativa,370664,25023,38751,19575,23277,9178,178019,0.0675085791984115,0.10454481686918611,0.06279811365549393,0.05155629455282863,0.25992273325707377
1802,0.21470840499852076,0.05807040732231922,0.12596570177314895,0.1343046652829658,1,Cobertura Relativa,21908,1332,2374,1013,1454,544,10686,0.060799707869271497,0.10836224210334125,0.06636844988132189,0.05090772973984653,0.22138031769216723
1803,0.25317224926265824,0.10079610070728062,0.13867651256705502,0.16932264250138657,1,Cobertura Relativa,10433,697,1239,519,626,246,5032,0.06680724623789898,0.11875778778874724,0.060001916994153165,0.04888712241653418,0.23224384165628295
1804,0.19499813075689665,0.05355016926688265,0.2313308063390493,0.1456854812773216,1,Cobertura Relativa,7260,432,1012,333,442,129,3553,0.05950413223140496,0.1393939393939394,0.06088154269972452,0.03630734590486912,0.3114325068870523
1805,0.3241358304729177,0.12324490842031978,0.48985755352448623,0.27692380626219226,1,Cobertura Relativa,13879,927,1704,716,1191,292,6783,0.06679155558757835,0.12277541609626054,0.08581309892643563,0.04304879846675512,0.5323870595864255
1806,0.3682223646742789,0.2090911517676768,0.4995399972358973,0.3308334060239618,2,En Transición,19084,1417,2208,1119,1820,382,9335,0.07425068119891008,0.11569901488157619,0.09536784741144415,0.04092126405998929,0.540662334940264
1807,0.26914484341407613,0.1479605660694637,0.38619776942206335,0.2440817176778286,1,Cobertura Relativa,63897,4440,6385,3426,5883,1262,30669,0.06948683036762289,0.09992644412100725,0.09207005023710034,0.041149043007597245,0.44379235331862216
1808,0.6508248975550572,0.1260065374392864,0.40186801665496075,0.3911061773287296,3,Vulnerable,42497,2838,5146,2202,3849,1779,20289,0.06678118455420383,0.12109090053415535,0.09057109913640964,0.08768298092562472,0.45718521307386406
1809,0.26887968305235527,0.127974871823208,0.34337028756028243,0.2274158794622818,1,Cobertura Relativa,13910,910,1624,723,1165,274,6735,0.06542056074766354,0.11675053918044573,0.08375269590222861,0.0406829992576095,0.4071890726096334
1901,0.18358487730003462,0.3063645120912278,0.2877321313852124,0.2535261820335475,1,Cobertura Relativa,30186,2576,2359,2011,1762,655,15004,0.08533757370966673,0.07814881070695025,0.05837143046445372,0.043655025326579576,0.3596369177764527
1902,0.2856516512758671,0.3303427510162232,0.5598898925480007,0.3583757394264363,2,En Transición,10337,896,895,709,923,191,5311,0.08667892038308987,0.08658218051659089,0.08929089677856245,0.035963095462248164,0.5922414627067815
1903,0.27537611892751696,0.5938181501831308,0.5270361158065312,0.45308493080556533,3,Vulnerable,6429,732,371,580,291,155,3238,0.1138590760615959,0.05770726396018043,0.04526364909006066,0.04786905497220507,0.564162389174055
1904,0.583827920120968,0.5221998695846771,0.6726625238491628,0.5769436206520906,4,Crítico,6391,669,393,539,407,277,3139,0.10467845407604444,0.06149272414332655,0.06368330464716007,0.08824466390570246,0.6886246283836646
1905,0.36986461248634406,0.40910066072969115,0.41841894862150186,0.3952698990107145,3,Vulnerable,23370,2227,1571,1754,1478,737,11539,0.0952931108258451,0.0672229353872486,0.06324347454000856,0.06387035271687322,0.47133076593923834
1906,0.2705005452411303,0.4794364069803523,0.4487558797589692,0.3897259568403869,3,Vulnerable,12768,1318,750,1032,524,370,6300,0.10322681704260651,0.0587406015037594,0.041040100250626564,0.05873015873015873,0.49725877192982454
1907,0.28486571948209716,0.37266863737149114,0.48254294648984636,0.35952233203940465,2,En Transición,7882,715,682,568,536,173,3970,0.09071301700076123,0.08652626236995686,0.06800304491245876,0.04357682619647355,0.5261354986044151
1908,0.303328780693905,0.38033753970623124,0.6386192245559846,0.40119037307125144,3,Vulnerable,8873,819,640,645,727,202,4524,0.09230249070213006,0.07212893046320297,0.08193395694804463,0.044650751547303275,0.6595289079229122
1909,0.27979607024755215,0.474607138382747,0.599546483683064,0.4216705801887325,3,Vulnerable,4737,466,259,381,263,141,2396,0.09837449862782352,0.05467595524593625,0.055520371543170785,0.05884808013355593,0.6261346843994089
2001,0.14633972412451793,0.16700379026008394,0.11335506543855671,0.14800841884155208,1,Cobertura Relativa,8300,569,568,458,366,278,4179,0.06855421686746987,0.06843373493975903,0.04409638554216867,0.06652309164871979,0.21060240963855423
2002,0.0,0.25766757747692903,0.21757063870063423,0.14658115873089847,1,Cobertura Relativa,3050,247,173,191,102,72,1564,0.08098360655737705,0.05672131147540983,0.03344262295081967,0.04603580562659847,0.299672131147541
2003,0.07954279279766494,0.16563986135414951,0.2924425242474021,0.15656156651020622,1,Cobertura Relativa,17233,1201,905,949,698,571,8637,0.06969187024894098,0.05251552254395636,0.040503684790808334,0.06611091814287369,0.36366274009168453
2101,0.14249849509308213,0.3022983007181984,0.5040808292602132,0.2787348841765549,1,Cobertura Relativa,105044,8918,5688,6963,6250,2623,52497,0.08489775713034538,0.05414873767183276,0.059498876661208636,0.04996475989104139,0.5445432390236472
2102,0.1384314960458529,0.3193988942625257,0.5040480888676256,0.2839417738968766,2,En Transición,10356,932,638,701,603,216,5201,0.08999613750482811,0.06160679799150251,0.05822711471610661,0.04153047490867141,0.5445152568559289
2103,0.22320657706501962,0.34178253440594764,0.8068171759596877,0.38735907978032447,3,Vulnerable,9018,846,462,627,643,223,4613,0.09381237524950099,0.05123087159015303,0.07130184076291861,0.04834164318231086,0.803282324240408
2104,0.12134440156473891,0.4048657344635106,0.5860582212572264,0.3276956986627451,2,En Transición,50826,4898,2530,3797,2567,1116,25687,0.09636800062959902,0.04977767284460709,0.05050564671624759,0.04344610114065481,0.6146066973596191
2105,0.133274493158363,0.06282204094462798,0.44864553202640195,0.1681677200464768,1,Cobertura Relativa,3174,196,290,148,251,65,1609,0.06175173282923756,0.09136735979836169,0.0790800252047889,0.040397762585456805,0.497164461247637
2106,0.15202521012409873,0.35679027376289685,0.6262146469899164,0.32876912295278155,2,En Transición,11744,1116,818,831,901,147,5938,0.09502724795640327,0.0696525885558583,0.0767200272479564,0.024755810037049512,0.6489271117166212
2107,0.4095703948269483,0.3838146291924861,0.756370537603648,0.4686281171285034,4,Crítico,8852,834,485,646,736,306,4622,0.09421599638499774,0.05478987799367375,0.08314505196565748,0.06620510601471224,0.7601671938544962
2201,0.2353281553322875,0.506959190359431,0.5467303577577115,0.40626100982822977,3,Vulnerable,95130,9939,3823,7904,5837,2467,48163,0.10447808262377799,0.040187112372542834,0.06135814149059182,0.051221892323983144,0.5809944286765479
2202,0.16649890741299456,0.5832423076198281,0.8166658259090457,0.4632296511949382,4,Crítico,6872,772,312,614,572,69,3487,0.11233993015133877,0.04540162980209546,0.08323632130384168,0.019787783194723258,0.8116996507566938
2203,0.23436515561184318,0.4571607843091103,0.77950174083789,0.4325107241359594,3,Vulnerable,52444,5237,2723,4143,3885,1124,26450,0.09985889710929753,0.05192205018686599,0.07407901761879337,0.04249527410207939,0.7799366943787659
2204,0.4496811665233703,0.6404937232361675,0.848478455279622,0.6057656469597396,4,Crítico,27720,3325,1179,2607,2289,774,14141,0.11994949494949494,0.04253246753246753,0.08257575757575758,0.054734460080616644,0.8388888888888889
2301,0.30805419541564705,0.27724862322967514,0.3920027542642015,0.3125216783109692,2,En Transición,441583,36149,33389,28363,30103,13023,215061,0.08186229995267028,0.07561205934105253,0.06817064968533662,0.06055491232720019,0.4487536884345638
2302,0.30923290344372206,0.39968913139352497,0.580338928342753,0.39963659960344944,3,Vulnerable,51386,4883,3697,3817,3708,1213,25108,0.09502588253609932,0.07194566613474487,0.07215973222278442,0.04831129520471563,0.6097186003969953
2401,0.1761883082576577,0.3842050266521165,0.4580833703962557,0.3157740080431608,2,En Transición,186687,17225,13480,13630,13866,2861,93101,0.09226673523062666,0.07220642037206662,0.07427405229073261,0.0307300673462154,0.505230680229475
2402,0.2595694657780233,0.35293243982175115,0.38783055695161833,0.32256687363023345,2,En Transición,112247,9912,7723,7907,7594,2826,54865,0.08830525537430844,0.06880362058674173,0.06765436938180976,0.05150824751663173,0.4451878446639999
2403,0.21146986296713446,0.3610009162740086,0.3754731096505892,0.30408293362657507,2,En Transición,86801,7702,6055,6172,6042,1853,43337,0.08873169663943964,0.06975726086104998,0.0696074930012327,0.04275792048365138,0.43462632918975586
